,coherent,incoherent,nonadapting
0,0.8201947199882555,0.820165230459988,0.8201624361284254
100,0.8214635950944867,0.8213904292358354,0.821279890462756
200,0.8223599052693794,0.8227126648698486,0.8221890568353473
300,0.8233799224559892,0.8249671593973757,0.8235612525765714
400,0.824860933932983,0.8286027672161452,0.8257265407687437
500,0.8269813671411403,0.8336875120862286,0.8286753749941477
600,0.8297622217755097,0.8404788371808796,0.8321985504838537
700,0.8331587412125374,0.8494156709978127,0.8367965466842174
800,0.8374199418378022,0.8605745766600521,0.842704256119976
900,0.842649403006507,0.8739471390913754,0.8499781781790049
1000,0.8488593891406326,0.8894475321065133,0.8585916295544939
1100,0.8559945165704657,0.9069518723895083,0.8684422092110382
1200,0.8639378600254483,0.9263289332209073,0.8794597273596302
1300,0.8725637966626868,0.947401358113222,0.8916388614405196
1400,0.8819032844182627,0.9699583251466734,0.9048854786047945
1500,0.8919570679545903,0.9937626858717823,0.919106184751529
1600,0.9026553575973361,1.0185589744670078,0.9343265132824385
1700,0.9138663569578237,1.0440064241011018,0.9501996302976586
1800,0.9254044447293608,1.0699482097721196,0.9668586128107245
1900,0.937088457415609,1.096415788478351,0.9847972250741935
2000,0.9489823734881381,1.1233029448460075,1.0037720511549346
2100,0.9611523891001078,1.1503808788408336,1.023609459499901
2200,0.9735494881683665,1.1773165589601629,1.0442211923935782
2300,0.9860196293716895,1.2036897655582754,1.0655776116519065
2400,0.9983140878892057,1.2291193666702285,1.0877446683135668
2500,1.010210421536423,1.2539560968901977,1.1106211499736187
2600,1.021907533016944,1.2784862151928431,1.1336675028790553
2700,1.0335731974491822,1.302564393901648,1.156556453689412
2800,1.0452040859170169,1.3256625288904007,1.1791950472604162
2900,1.056640452142225,1.3474164811760363,1.2017031324982554
3000,1.0675788623013132,1.3683421023605353,1.2243927831421306
3100,1.0777469069138599,1.3885996992638783,1.2473286256070857
3200,1.087495973916152,1.4080290901564818,1.2695763388839707
3300,1.0971087455789819,1.426182204827926,1.290716542601823
3400,1.1066018267042523,1.4429808487120286,1.3109058848224557
3500,1.11574365494627,1.4589628955279101,1.3303863472161404
3600,1.124074500939614,1.4743399411813238,1.3486785915186517
3700,1.1315979397828153,1.4889499713005343,1.3656667703148908
3800,1.13879918891502,1.502274188027634,1.3814164056725573
3900,1.145831199484426,1.5140428846147829,1.3961032514046912
4000,1.152591094865631,1.5250623240890964,1.4095879278742591
4100,1.1587298449651042,1.5357014844509467,1.4216813064169995
4200,1.1640375987927973,1.5457434449905427,1.4323796228249281
4300,1.1689532295997336,1.554420602533489,1.4418584281008064
4400,1.1736528039052432,1.561697924723041,1.4504594885335578
4500,1.1781011001153818,1.5685303784952918,1.458114433626037
4600,1.1820583037107717,1.5752059832263052,1.4645995859340921
4700,1.185283811150926,1.5813300644130848,1.4700512878858931
4800,1.1881068903795124,1.5859539381656436,1.4747966745543915
4900,1.1907348745744621,1.5894969421385308,1.4789697704077815
5000,1.1931867386307289,1.5929334384073144,1.4826365564716621
5100,1.1953012125694387,1.5964056973688112,1.4859252836800203
5200,1.1967939713624838,1.5992686770097435,1.4890180469086989
5300,1.1978668727326813,1.6005616743635354,1.49191332493525
5400,1.1987475738780013,1.6012807242040563,1.494510320651279
5500,1.1994792614452277,1.602174112484376,1.496789782267586
5600,1.1999643282097203,1.60311493433259,1.4988144308269198
5700,1.2000009926933815,1.6031471756316276,1.5007284308090898
5800,1.1997022081380282,1.6020361726122732,1.5027439138971408
5900,1.199264627232767,1.6008749603319767,1.5047456403431079
6000,1.1987527506873712,1.5999180983527874,1.5064906158904068
6100,1.1981113844034736,1.598726398308612,1.508002089238156
6200,1.1971652323402282,1.5965090751875946,1.509544038370456
6300,1.195827610482509,1.5939510566300565,1.511383244598843
6400,1.1943558002823667,1.591575639982039,1.513359873561734
6500,1.1929111548104838,1.5893226760543866,1.51543139740378
6600,1.1915167602364338,1.5865890168583632,1.517688585830868
6700,1.19005635844674,1.5830770523896431,1.5203022102779182
6800,1.1882740136212575,1.5795933447633734,1.5231309829292365
6900,1.1860965466184228,1.5764729824364436,1.5260170257072758
7000,1.1839007499056904,1.5735067726852874,1.5289333385140806
7100,1.1819036639000386,1.569949840244795,1.531972374919112
7200,1.1801097932702722,1.5657063279331953,1.535135018841099
7300,1.1783086729822787,1.5617107938080632,1.538259740797644
7400,1.1760918634116138,1.5582910698609724,1.5413272553493405
7500,1.1735729023768702,1.5551188139095093,1.5443394292605315
7600,1.1711950367201767,1.5512448114566983,1.547249821351526
7700,1.1691060908746809,1.5467910211630271,1.5499807808235484
7800,1.1672150966962709,1.542754732054406,1.552357551741885
7900,1.1651892122867118,1.5393707384324822,1.5542482655139307
8000,1.1627909561115861,1.5361807135628702,1.5555999377828607
8100,1.1604593647662664,1.5322257745724341,1.55633503486559
8200,1.158359660123724,1.5280837609675764,1.556331446098898
8300,1.1564717083893337,1.5244678080633167,1.5555373509430386
8400,1.1545938270182858,1.5213962338208378,1.5541211236716532
8500,1.1524861477391888,1.518280451391704,1.5521857791481628
8600,1.150411145091132,1.5145719588475357,1.5497461275031255
8700,1.1485287692054889,1.511067417715841,1.5467283424050724
8800,1.1468556566973394,1.5080958458136267,1.5429690714932631
8900,1.1452764666660487,1.5055023110420642,1.5382315239173467
9000,1.1435641161916,1.502665031693208,1.5328076940319106
9100,1.1417834976732475,1.4995153479676004,1.5272673440242266
9200,1.140163855986404,1.4967060896222555,1.521810668237903
9300,1.1387947541774983,1.4944340634580815,1.5162467523698286
9400,1.137632354768333,1.4924738237095136,1.5099896319701405
9500,1.1364982941819082,1.490200182879296,1.5030719039805274
9600,1.135148548777225,1.4876447819825673,1.4966116759979342
9700,1.1337868800579376,1.4854825455226568,1.4910839340827582
9800,1.1326444339284198,1.48391851452315,1.4862734566759266
9900,1.1317813254760467,1.4826966031205948,1.4812631044175932
10000,1.1310996661800146,1.4811137680496995,1.475803864743909
10100,1.1303426728735184,1.4791368429409706,1.4710169296373177
10200,1.1293686258661098,1.4775690865979123,1.46720170985611
10300,1.1285001496003113,1.476668687996529,1.4640117040849217
10400,1.1278714551059492,1.4761489612490868,1.460612448679574
10500,1.1274632179690267,1.475198319616511,1.4574971742796319
10600,1.1271029857802883,1.4738275710677753,1.45484150577039
10700,1.1265587606727372,1.4728759325078276,1.4525203316524253
10800,1.1260432886480103,1.4725506083428155,1.4503570350680064
10900,1.1256882027845505,1.472504116349577,1.4482789078983214
11000,1.1254962095090892,1.4719593389434296,1.446212753577444
11100,1.1253645231731253,1.4713359700563942,1.4440375009766688
11200,1.1251417194717523,1.4710566499802518,1.441622091031405
11300,1.124945237283932,1.4710550253119936,1.4390372623418932
11400,1.1248565441759528,1.4709675023274753,1.4363683686608633
11500,1.1248784801197207,1.4708500295933729,1.4336248062731864
11600,1.1249482598463407,1.4709001339999541,1.4307393431133928
11700,1.1249712042857802,1.471102603273468,1.427567303720625
11800,1.1250210428028025,1.471313571693987,1.4239464156908652
11900,1.1251324727672471,1.471515769827725,1.4201035243153222
12000,1.1252965485959696,1.4718095361008166,1.4163165312362793
12100,1.1254745707705038,1.4722066767105422,1.412652201304579
12200,1.1256641815999986,1.4726569449420144,1.408961664067935
12300,1.1258801403020222,1.473066708886531,1.4048791438661137
12400,1.1261178260567248,1.4734807831334489,1.40030318027014
12500,1.126374830809542,1.4739891716773477,1.395861832988254
12600,1.1266488838139344,1.4746035378129567,1.3919149567474494
