,coherent,incoherent,nonadapting
0,0.7330374738584688,0.7327204511881622,0.7330397587953849
100,0.7327702524196246,0.7324721441006775,0.7328304314882177
200,0.7321152750401969,0.7319608876198584,0.732295611722886
300,0.7314455241182937,0.7315955273057294,0.7317263384881938
400,0.7310878021781462,0.7315493394263191,0.7313469419327383
500,0.7312926768801298,0.7317614260461297,0.7313066633784844
600,0.7322451924088224,0.7323859692272942,0.7316975051706925
700,0.7340089109435981,0.7335476973205222,0.7325799325223691
800,0.7366151136090677,0.7351579463298324,0.7339772017408308
900,0.7400822510074759,0.7372073897647975,0.7358904956621354
1000,0.7444241866044787,0.7397654747890673,0.7383061709271621
1100,0.7496664173446608,0.742978804162408,0.7411961642188141
1200,0.7556706712501124,0.7468804926978478,0.7445252946025896
1300,0.7622967479522579,0.7511785389676963,0.7482444569742904
1400,0.7694387279081737,0.7556808176940716,0.7523058275767355
1500,0.7770244238786264,0.7603522053330138,0.7566771717378808
1600,0.7850146524719123,0.7653107168254013,0.7613274663614825
1700,0.7934023822181088,0.7708087170624554,0.7662270535893091
1800,0.8022117903400405,0.7767430996020969,0.7713481093805492
1900,0.8114099202121665,0.7826199970616562,0.7766915801110298
2000,0.820736315870466,0.7882167739333654,0.782233748181037
2100,0.8300474652566338,0.7936165806661434,0.7879271947007905
2200,0.8393193761618098,0.7991989116418329,0.793726456568831
2300,0.8486344993575817,0.8053353142726928,0.7995881978256113
2400,0.8579357245222969,0.8113850645823468,0.8054713834103963
2500,0.8670530253060705,0.8170294182995472,0.8113374484647284
2600,0.8759239706674674,0.8223400295220219,0.8171035690759096
2700,0.8845742216426095,0.8277299613886169,0.8227201819617093
2800,0.8931418341825331,0.8331816541823944,0.828275741570789
2900,0.9015925742946101,0.8383310078132763,0.8338035284570238
3000,0.9095963033578159,0.843114529391175,0.8392781188170253
3100,0.9170018323161709,0.8476663087156417,0.8446170916625174
3200,0.9238529196793935,0.8522273432136145,0.8496825600085783
3300,0.9303825875984454,0.8566142147183927,0.8543263266838504
3400,0.9369986063620479,0.8606127284255178,0.858765459568184
3500,0.9435445747767603,0.864193850933964,0.8632707777229918
3600,0.9494782538433896,0.8675060912604072,0.8678681573227802
3700,0.9547614966134196,0.8708677770168584,0.8723403576904081
3800,0.959768427668963,0.8742975118117825,0.8762579588715524
3900,0.9646625444661299,0.8772850603833177,0.8796908840687006
4000,0.9690974617108462,0.8796010286905592,0.8831280090918348
4100,0.9730392843759917,0.8813698209030918,0.8867185740523715
4200,0.9766459633561483,0.8830657092708113,0.8902574694052334
4300,0.9801246380190797,0.8852522425463037,0.8931911865550328
4400,0.9832661046623191,0.8872376507804118,0.8953197999842885
4500,0.9858949385413243,0.8886489052385114,0.8973506722747516
4600,0.9880298648664722,0.8896176102208089,0.8995826068748182
4700,0.9898817766016498,0.8906625007303238,0.9018600300955585
4800,0.9917979698701691,0.891665319628596,0.9035769336022564
4900,0.9935735812568947,0.8923475932219467,0.9044933996633072
5000,0.9948189009704825,0.8927222141053767,0.9053849623384854
5100,0.9955048470410858,0.8929864204416862,0.906497232740736
5200,0.9959640644914556,0.8932714975568095,0.9076334937155843
5300,0.9967047195203798,0.8933654474505629,0.908192565619347
5400,0.9973030094385241,0.8931645325690537,0.9082877165520048
5500,0.997329532650038,0.8927110974045017,0.9084196174735263
5600,0.9968164237219534,0.8921936879065896,0.908665698939567
5700,0.9962461277886966,0.8919043112997039,0.9087809879941823
5800,0.9961589665806286,0.8916341178853403,0.9083598727571052
5900,0.9958836015024755,0.890976062387248,0.907731880934331
6000,0.994966163671505,0.8898261560578272,0.9071617231618394
6100,0.9935241647067494,0.8883923140826421,0.9066580680846777
6200,0.9922426441243765,0.8871956420197364,0.9059982758549762
6300,0.9915824977180443,0.8865617203899165,0.9049213155372325
6400,0.9906401958024732,0.8857342609008192,0.9037827796787735
6500,0.9890609641922395,0.884507567005442,0.9028462690272933
6600,0.9871193523361367,0.883092656514813,0.9021263600375925
6700,0.9856618001278683,0.8819652405705669,0.9013920363753007
6800,0.9845160154470007,0.8808556055688108,0.9002263267356795
6900,0.9829954480631559,0.8795827397215296,0.8988376049414564
7000,0.9810381149130437,0.8781894676078401,0.8977061903226273
7100,0.9790929535108018,0.8768796827425828,0.8969577272952344
7200,0.9776525281857379,0.875699459214251,0.8963577718229626
7300,0.9761297268578362,0.8744544240712321,0.8953193919126133
7400,0.9742792651066942,0.8730692757240927,0.8938925682583357
7500,0.9722368714172732,0.8715972714531462,0.8926475773302556
7600,0.9704912861007825,0.8702210280163639,0.8916605819066982
7700,0.9690508482882786,0.8691272472217283,0.8907013004466459
7800,0.9674333282961883,0.8680629476719509,0.8895028154413227
7900,0.9655116572498942,0.8668143091811186,0.8884060364414174
8000,0.9635055495397764,0.8653761540556055,0.8874981562981665
8100,0.9619452704111571,0.8639526487407541,0.8867198233438273
8200,0.9607343204858951,0.862930633192929,0.8858982893130788
8300,0.9592847184036056,0.8622138609334515,0.8850640881750761
8400,0.9574368494094507,0.8613000564483527,0.8843420925107793
8500,0.95547809453557,0.8600151561294639,0.8837516448050389
8600,0.9541109442919787,0.8585446114288471,0.8832130108894108
8700,0.9532463380646766,0.8574351357463275,0.8825516922205562
8800,0.9520940165170373,0.8570059629006413,0.8817408619412078
8900,0.9504483814980301,0.8564963127374396,0.8809912621425725
9000,0.948694723676016,0.8555398632275225,0.8803991087003793
9100,0.9476915825673107,0.8542687204593766,0.8799174761816824
9200,0.9470379411631188,0.8533149381632912,0.8793558334245228
9300,0.9460640923494206,0.8530237820646449,0.8784799522960434
9400,0.944736656208246,0.8526282913076267,0.8775630455916027
9500,0.9435616812983232,0.8519277670573627,0.8768803716653822
9600,0.9430042129513276,0.8511047778276147,0.8764643750688391
9700,0.9424117660553397,0.8506595315949751,0.8761080011045226
9800,0.9415691070764381,0.8504129943195732,0.8753949938676319
9900,0.9406304363633182,0.8500459319235719,0.8744280165047094
10000,0.940062935756849,0.8495337201017068,0.8736798285010242
10100,0.9397437770589456,0.8490690828157168,0.8733004318482734
10200,0.9392905827385264,0.8489075212485323,0.8731106764978922
10300,0.9386391336423128,0.8487992630445851,0.8726019486640845
10400,0.938007242154042,0.848566612361977,0.8717268930782953
10500,0.9378110417265514,0.8482103095216273,0.8709934671355614
10600,0.937816982316082,0.8479033139664249,0.8704323524793897
10700,0.9376028556856888,0.847904953061845,0.8698748105417469
10800,0.9370931787791568,0.84800014152201,0.869290927036252
10900,0.9365576682104746,0.8479574352107024,0.8688266993981247
11000,0.93656792614577,0.8477497344780103,0.868475940522161
11100,0.9369737631654818,0.8475447049582964,0.8682255923626795
11200,0.9370766327178575,0.8476508692260152,0.8680689508747504
11300,0.936683829519739,0.847894968581452,0.8679919032029741
11400,0.9361360034440166,0.8480011289573431,0.8679794925342215
11500,0.9362594715795962,0.8479231786487803,0.8680156666673703
11600,0.9368650221439514,0.8478240355691583,0.868086477891296
11700,0.9371274682974007,0.8480326689530411,0.8681763812728829
11800,0.9369035590439152,0.8484211706256953,0.8682728994098777
11900,0.9366528167772058,0.8486463800667093,0.8683645850429356
12000,0.9370908466477735,0.8486118650876845,0.8684399338921589
12100,0.9375704573779519,0.848466563836172,0.8684924667683035
12200,0.9377345722238986,0.8486013414261443,0.868562725206079
12300,0.9376892853467694,0.8490518787499568,0.8687209480712815
12400,0.9379241462701984,0.8493767866549935,0.8690134450212796
12500,0.9384056007073863,0.8494582526922122,0.8694551814491196
12600,0.9387321536424438,0.8494403681083825,0.8700438469481806
12700,0.9388374437241934,0.8496877305811413,0.8707708045928458
12800,0.938924544878567,0.8500738493411263,0.8716120649312472
12900,0.9393540850097707,0.8503288133744614,0.8725442086170114
13000,0.9398735677637864,0.850417700692953,0.8735362499814915
13100,0.9401615100605355,0.8504904950884886,0.8745647973923317
13200,0.9401837841727648,0.8507927976092228,0.8756114155176673
13300,0.9401873057231644,0.8511377745013606,0.8766465229331369
13400,0.9406167330533708,0.8513490253443673,0.8776480316922872
13500,0.9411971288647019,0.85141440897895,0.8786191092092298
13600,0.9415071820593043,0.8514741124118875,0.8795416289862955
13700,0.9415076580609943,0.8517470636859803,0.8803472015367553
13800,0.941519294678633,0.8520523997396183,0.8810740162027447
13900,0.9420067915869267,0.8522424872027926,0.8818199131677288
14000,0.9425316048403507,0.8523189586137091,0.8825249268773777
14100,0.9427467165958066,0.8524137655855649,0.8831646706345166
14200,0.9426828059231726,0.8526751431112148,0.8837415455420108
14300,0.9427305333013548,0.8529297205788153,0.8842801153927183
14400,0.9432511085237997,0.8530664788070306,0.8847960708388907
14500,0.9437054268228513,0.8530932013752033,0.8852338759893409
14600,0.94381048711502,0.8531339325579204,0.885553499888781
14700,0.9436612257211073,0.8533335936062912,0.885743360841123
14800,0.943726911311271,0.8535182979110207,0.8858202756523049
14900,0.9442740022434971,0.8536283529980532,0.8858294391673452
15000,0.9446828237115662,0.853694634258236,0.885840917728942
15100,0.944673434427859,0.8538077918512713,0.885803750457761
15200,0.9443969172211735,0.8539290426418671,0.8856827391338661
15300,0.944433133053153,0.8540196338388157,0.8855110135588333
15400,0.944939718179514,0.8540844467511526,0.8853373607087321
15500,0.9452451739904382,0.8541558751970113,0.8852192116086748
15600,0.9451659886026229,0.8542378569335846,0.8851279865922245
15700,0.9449486142487379,0.8543038709316015,0.8850414101868029
15800,0.945146011007361,0.8543481825705124,0.8849603045832766
15900,0.9454314429427052,0.8543818793102772,0.8848811177121124
16000,0.9455134490536331,0.8544278077802668,0.8847881564148253
16100,0.945439635285222,0.8544731358089881,0.8846713222775421
16200,0.945492373142851,0.8545044577786519,0.8845225636993808
16300,0.945614905496024,0.8545215417236287,0.8843326597840783
16400,0.9456720127836986,0.8545345536982741,0.8840890110810803
16500,0.9456905418088816,0.8545540346273177,0.883788970611083
16600,0.9457325645909438,0.8545675266392121,0.8834181388850741
16700,0.9457625916457774,0.8545729512363277,0.8830003271645974
16800,0.9457742110005524,0.8545720325361038,0.8825652807626329
16900,0.9457801826857622,0.854569305721741,0.8821033768262327
17000,0.9457865538441281,0.8545637217831406,0.8815810886670414
17100,0.9457842349811655,0.8545536896240132,0.8810226907133455
17200,0.9457728349574671,0.8545398578069465,0.8804596426701579
17300,0.9457586880157729,0.8545234935836435,0.8799045243781916
17400,0.9457447649579604,0.8545074080269514,0.8793513505540426
17500,0.9457257990345129,0.854488873134827,0.8787755124567362
17600,0.9457008662986175,0.8544650007639165,0.8781337106542131
17700,0.9456722561286901,0.8544354127304349,0.8773339359417323
17800,0.945644726547924,0.8544022410365995,0.8764692179397752
17900,0.945616305467278,0.8543701281834472,0.8757153190930531
18000,0.9455823984241278,0.8543472877071606,0.8751273819157073
18100,0.9455433771288322,0.8543337503895112,0.8746388680982972
18200,0.9455047263337606,0.8543119372953525,0.8740611094750605
18300,0.945470994963678,0.8542732722667439,0.8731679471676964
18400,0.9454350467674288,0.8542201414535907,0.872266919699079
18500,0.9453925589283176,0.8541658949689171,0.8716694463512599
18600,0.945344896944855,0.8541346707746172,0.8714053556513718
18700,0.9452991154638306,0.8541228100945105,0.8712302754787754
18800,0.9452612148650591,0.8541002409598898,0.8707567834391157
18900,0.9452219919675284,0.8540615570830912,0.8703256490520286
19000,0.9451805854789643,0.8540185186191818,0.8700560034840537
19100,0.9451394441852651,0.8539933237916832,0.8698660445159777
19200,0.9451001345695155,0.8539717545239698,0.8696612031341546
19300,0.9450602084361431,0.8539420240038141,0.8695002478008815
19400,0.9450195449871074,0.853905291704816,0.8693684474329284
19500,0.9449803297014688,0.8538736534393467,0.8692552498401421
19600,0.9449420463349676,0.8538501571267206,0.8691535692700811
19700,0.9449043968276853,0.8538247770570796,0.8690781617426752
19800,0.944867845177821,0.8537983029398897,0.8690570321260066
19900,0.9448326947667698,0.8537735796385335,0.8691074715593845
20000,0.9447987752284479,0.8537495163624895,0.8692337720851991
20100,0.9447662045703388,0.8537253734733443,0.8694330539779948
20200,0.9447351340147427,0.8537022139584403,0.8696951964185663
20300,0.9447056044185546,0.8536803439394708,0.8700082606631345
20400,0.944677934487478,0.8536587889131648,0.8703553950336879
20500,0.9446519303139301,0.8536378111327005,0.8707209611115759
20600,0.9446276502686809,0.8536178393881603,0.8710902534729523
20700,0.9446045347187392,0.8535984042812995,0.8714486439658082
20800,0.9445829597505209,0.8535795187085246,0.8717844918132353
20900,0.9445632806556425,0.8535613808146525,0.8720846586474965
21000,0.944545205695186,0.853543811696434,0.8723398550353904
21100,0.9445287727697997,0.8535267069217792,0.8725418290365777
21200,0.9445141946983875,0.8535100187550342,0.8726952740281564
21300,0.9445008748216197,0.8534940175479737,0.8728111136328183
21400,0.9444882587383632,0.8534789366068507,0.8729005638709008
21500,0.944477609247329,0.8534643490592798,0.8729683468332486
21600,0.9444683097918241,0.8534505042913224,0.8730160355720258
21700,0.9444600406347511,0.853437754556106,0.8730426799998781
21800,0.944453006476764,0.8534259133164995,0.873046108880007
21900,0.9444477913826979,0.8534147893905634,0.8730234353488334
22000,0.94444357430669,0.8534043868576118,0.8729718911861166
22100,0.9444400899006266,0.8533946997512085,0.8728888031239203
22200,0.9444383646620186,0.8533856863175165,0.8727720919732843
22300,0.9444375912711193,0.8533777055058401,0.8726201462550021
22400,0.9444382466353575,0.853371026596214,0.8724309235795419
22500,0.9444400435556818,0.8533643803215053,0.8722034759399235
22600,0.9444416163546323,0.8533584438997681,0.871935280065814
22700,0.9444434540721703,0.8533537915282062,0.8716593668247766
22800,0.9444458647272824,0.8533495687311292,0.871415398738451
22900,0.9444487580859052,0.8533456913312373,0.871219186388598
23000,0.9444517305300044,0.8533432120795875,0.8710900370096748
23100,0.9444547126389461,0.85334128584207,0.8710281337362773
23200,0.9444579612303594,0.8533400020506626,0.8710276536683361
23300,0.9444615512092855,0.8533398161919103,0.8710786378489733
23400,0.9444645787204518,0.8533404439568546,0.8711706773380176
23500,0.9444677708205167,0.8533419698238848,0.871290128284347
23600,0.9444715599630288,0.8533441211673803,0.8714237041986762
23700,0.9444753936519497,0.8533469890530576,0.8715580455513673
23800,0.9444785997674706,0.8533509449842902,0.8716812925229681
23900,0.9444821752223953,0.8533553837308695,0.8717821232151635
24000,0.9444861642001426,0.8533599938239703,0.8718510280018276
24100,0.9444896476610303,0.8533653778290232,0.8718833076901171
24200,0.9444931141555807,0.8533712646777092,0.8719169883124835
24300,0.9444963469192394,0.8533779108118719,0.8720237377408602
24400,0.944499401946386,0.8533853165087943,0.8722485320300966
24500,0.944502829370734,0.8533925334175068,0.8726110865034105
24600,0.9445064275296919,0.8533999009991057,0.8731104058361686
24700,0.9445092961020899,0.8534077600985615,0.8737335689184158
24800,0.9445118968281523,0.8534154110788872,0.8744606513592154
24900,0.9445152560646034,0.8534231798571159,0.8752683910691642
25000,0.9445186266605768,0.8534313184022773,0.8761318051815269
25100,0.9445225505802174,0.8534399447926823,0.8770227165996132
25200,0.9445264935621617,0.8534487003060375,0.8779199092475647
25300,0.9445299522992053,0.8534569952568002,0.8788027400382568
25400,0.9445335666819743,0.8534658313577971,0.8796478305119589
25500,0.9445372645505928,0.8534747802394188,0.8804385701243469
25600,0.9445404307630952,0.8534837434411099,0.8811624671518923
25700,0.944543272393487,0.8534927120506786,0.8818249554630688
25800,0.944545779630264,0.8535021454174113,0.8824439390507053
25900,0.9445479507597292,0.8535104805562631,0.8830187179154252
26000,0.9445496666318984,0.8535179726677472,0.8835511007645392
26100,0.9445513858538492,0.8535259640604957,0.8840509297043714
26200,0.9445528856191968,0.8535335482107698,0.8845081704066727
26300,0.9445536114499956,0.8535413638955262,0.8849109899575105
26400,0.9445543846472924,0.8535491491244397,0.8852579374751013
26500,0.944555151174116,0.8535557265085917,0.8855461207755045
26600,0.9445548698001904,0.853561402853188,0.8857634794868183
26700,0.9445543443819653,0.8535669392338803,0.8859050892574725
26800,0.9445541779583666,0.8535713793490505,0.8859728556914236
26900,0.9445536141197266,0.8535742545625172,0.8859625298775918
27000,0.94455265358392,0.8535768564879824,0.8858718486625793
27100,0.9445513192445111,0.8535787073245462,0.8857024998102967
27200,0.9445494809351749,0.8535793470295996,0.8854810860381358
27300,0.9445478712071681,0.8535797421180441,0.8852453128130027
27400,0.9445461884426944,0.8535797810362468,0.8850215181480411
27500,0.9445440766560689,0.8535794691842699,0.8848214284715532
27600,0.9445419803293398,0.8535787257677557,0.8846478113222251
27700,0.944540065970475,0.8535777351303278,0.8844964222711229
27800,0.9445382471179808,0.853576717173571,0.8843593547130199
27900,0.9445362947986748,0.8535757795287724,0.8842267373325692
28000,0.9445339250401358,0.8535748637222484,0.884087554862484
28100,0.9445312262745015,0.8535733552098956,0.8839323674256518
28200,0.9445283100747361,0.853572367743277,0.8837508317496329
28300,0.9445253314904444,0.8535723101536234,0.8835335256209933
28400,0.9445226348818023,0.8535715358883983,0.8832712680968177
28500,0.9445199890157377,0.8535703364012124,0.882958646853136
28600,0.9445174050988987,0.8535701308354152,0.8825953873373963
28700,0.9445148137856274,0.8535701915906453,0.882175443410112
28800,0.9445121469687011,0.8535710995727466,0.8817248854142523
28900,0.9445103097631468,0.8535723569133263,0.8812517795586953
29000,0.9445090488096741,0.8535734338564652,0.8807557228457844
29100,0.9445078455643638,0.8535749677612556,0.8802390356030437
29200,0.944508273699954,0.8535769292780079,0.8797024958747693
29300,0.944507194882227,0.8535786957677327,0.8791448817274645
29400,0.9445033343247377,0.8535808712970253,0.8785651653224811
